ChEMBL_ID,canonical_smiles,target_chembl_id,standard_type,standard_value,standard_units,assay_description
CHEMBL1399043,O=C1CSC(c2ccc([N+](=O)[O-])cc2)N1c1ccccc1,CHEMBL392,Inhibition,8.8,%,Cytotoxicity against human A549 cells at 30 ug/mL by MTT assay
CHEMBL1399043,O=C1CSC(c2ccc([N+](=O)[O-])cc2)N1c1ccccc1,CHEMBL392,Inhibition,6.7,%,Cytotoxicity against human A549 cells at 10 ug/mL by MTT assay
CHEMBL1399043,O=C1CSC(c2ccc([N+](=O)[O-])cc2)N1c1ccccc1,CHEMBL392,Inhibition,0.3,%,Cytotoxicity against human A549 cells at 3 ug/mL by MTT assay
CHEMBL1972006,COc1cc(S(=O)(=O)Nc2nc(-c3ccc(N4C(=O)CSC4c4cccs4)cc3)cs2)ccc1Cl,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1986901,COc1cc(C2SCC(=O)N2c2ccc(-c3ccc(-n4c(-c5ccccc5)nc5ccccc5c4=O)cc3)cc2)cc(OC)c1OC,CHEMBL392,GI50,24603.68,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2006433,O=C(O)CSC(CC1(c2ccc(Cl)cc2)NC(=O)CS1)c1ccc(Cl)cc1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1978739,CCN1C(=O)C(C)S/C1=N\NC(=O)CSc1nc2ccccc2c(=O)n1CC,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1978059,O=C(Cc1ccccc1)NN1C(=O)/C(=C\c2cccc(O)c2)S/C1=N\c1ccccc1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1985930,COc1cc(C2SCC(=O)N2c2ccc(Cl)cc2)cc(OC)c1OC,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1968331,COc1cc(C2SCC(=O)N2c2ccc(NC(=O)c3ccc(N4C(=O)CSC4c4cc(OC)c(OC)c(OC)c4)cc3)cc2)cc(OC)c1OC,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1985618,O=C(Nc1ccc(N2C(=O)CSC2c2cccs2)cc1)c1ccc(N2C(=O)CSC2c2cccs2)cc1,CHEMBL392,GI50,37239.17,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1981906,CN1CCCS/C1=C1/SC(=S)N(c2ccccc2)C1=O,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2005084,CC(=O)Nc1cccc(N2C(=O)/C(=C\c3cccc(Oc4ccccc4)c3)SC2c2ccccc2)c1,CHEMBL392,GI50,94841.85,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1973079,COc1cccc(N2C(=O)/C(=C\c3ccccc3)SC2c2cc(OC)c(OC)c(OC)c2)c1,CHEMBL392,GI50,64120.96,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2002592,CCOc1ccccc1NC(=O)/C=C1\NC(=O)CS1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2005532,Cc1ccc(C2SCC(=O)N2NC(=O)c2ccncc2)s1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1982283,O=C1CSC2(CC(/C=C/c3cccc([N+](=O)[O-])c3)=NN2c2cccc(S(=O)(=O)O)c2)N1c1nc2ccccc2s1,CHEMBL392,GI50,25822.6,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1997801,O=C1CSC2(CC(/C=C/c3ccccc3)=NN2c2cccc(S(=O)(=O)O)c2)N1c1nc2ccccc2s1,CHEMBL392,GI50,32809.53,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1969257,COc1ccc(N2C(=O)CSC2c2cc(OC)c(OC)c(OC)c2)cc1,CHEMBL392,GI50,25468.3,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1254788,Cc1cnc(NC(=O)COc2ccc(/C=C3\SC(=O)NC3=O)cc2)s1,CHEMBL392,GI50,88700.0,nM,Antiproliferative activity against human A549 cells assessed as cell growth inhibition
CHEMBL1977647,O=C1CSC(c2c(O)ccc3ccccc23)N1n1c(S)nnc(/C=C/c2c(O)ccc3ccccc23)c1=O,CHEMBL392,GI50,1324.34,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2003124,O=C1/C(=C\c2cccc(Oc3ccccc3)c2)S(=O)(=O)C(c2ccccc2)N1c1cc(Cl)ccc1Cl,CHEMBL392,GI50,22233.1,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1969056,COc1cc(C2SCC(=O)N2c2ccc(Cl)cc2)cc(I)c1O,CHEMBL392,GI50,46665.94,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1979450,CC1=NN(c2cccc(S(=O)(=O)O)c2)C2(C1)SCC(=O)N2c1nc2ccccc2s1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1981341,O=C1CS(=O)(=O)C(c2cccc(Oc3ccccc3)c2)N1C1CC1,CHEMBL392,GI50,35645.11,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1984100,COc1cc(/C=C2\C(=O)N(c3ccccc3)C(c3ccccc3)S2(=O)=O)cc(OC)c1OC,CHEMBL392,GI50,43752.21,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL3098831,COc1ccc(C(=O)CN2C(=O)S/C(=C\C3=C(Cl)c4ccccc4CCC3)C2=O)cc1,CHEMBL392,IC50,5440.0,nM,Cytotoxicity against human A549 cells by MTT assay
CHEMBL2006626,O=C1NC(=O)/C(=C\c2cccc(Cl)c2)S1,CHEMBL392,GI50,33265.96,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1980783,CC1=C(C(N)=O)C(c2ccncc2)C(C#N)=C2SCC(=O)N12,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2000425,CC(Oc1ccccc1Cl)C(=O)NN1C(=O)CSC1c1ccccc1,CHEMBL392,GI50,62661.39,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1993272,O=C1CSC2(CC(/C=C/c3ccccc3O)=NN2c2cccc(S(=O)(=O)O)c2)N1c1nc2ccccc2s1,CHEMBL392,GI50,50350.06,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1998602,Cc1ccc(-n2cnc3c(N/N=C4\SCC(=O)N4c4ccccc4)ncnc32)cc1,CHEMBL392,GI50,11939.88,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1964326,O=C1/C(=C\c2cccc(Oc3ccccc3)c2)S(=O)(=O)C(c2ccccc2)N1c1cccc(Cl)c1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1982981,O=C1CS(=O)(=O)C(c2cccc(Oc3ccccc3)c2)N1c1ccccc1,CHEMBL392,GI50,35075.19,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL4209079,COc1ccc(-c2nc3cc(/C=C4\SC(=O)NC4=O)ccc3[nH]2)cc1OC,CHEMBL392,IC50,570.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition after 48 hrs by MTT assay
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of morphological changes in human A549 cells assessed as cell shrinkage at 5 to 15 uM after 24 hrs by phase contrast microscopic method
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of morphological changes in human A549 cells assessed as cell wall deformation at 5 to 15 uM after 24 hrs by phase contrast microscopic method
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as decrease in cell viability at 5 to 15 uM after 24 hrs by phase contrast microscopic method
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as condensation of chromatin at 5 uM after 24 hrs by acridine orange/ethidium bromide-dual staining based fluorescence microscopic method
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as cell membrane blebbing at 5 uM after 24 hrs by acridine orange/ethidium bromide-dual staining based fluorescence microscopic method
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as apoptotic body formation at 10 to 15 uM after 24 hrs by acridine orange/ethidium bromide-dual staining based fluorescence microscopic method
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as destructive fragmentation of nucleus forming horse-shoe shaped structure at 10 to 15 uM after 24 hrs by acridine orange/ethidium bromide-dual staining based fluorescence microscopic method
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as chromatin condensation at 5 to 15 uM after 24 hrs by DAPI staining based fluorescence microscopic method
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as nuclear condensation at 5 to 15 uM after 24 hrs by DAPI staining based fluorescence microscopic method
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,24.6,%,Induction of mitochondrial membrane potential loss in human A549 cells at 5 uM after 24 hrs by rhodamine-123 staining based flow cytometry relative to control
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,30.6,%,Induction of mitochondrial membrane potential loss in human A549 cells at 10 uM after 24 hrs by rhodamine-123 staining based flow cytometry relative to control
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,45.8,%,Induction of mitochondrial membrane potential loss in human A549 cells at 15 uM after 24 hrs by rhodamine-123 staining based flow cytometry relative to control
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as increase in superoxide production after 24 to 48 hrs by mitoSOX red-probe based fluorescence microscopic method
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,12.8,%,Induction of apoptosis in human A549 cells assessed as early apoptotic cells at 5 uM after 24 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 2.6%)
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,6.2,%,Induction of apoptosis in human A549 cells assessed as late apoptotic cells at 5 uM after 24 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 0.8%)
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,0.6,%,Induction of apoptosis in human A549 cells assessed as necrotic cells at 5 uM after 24 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 2.3%)
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells after 24 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as pyknosis at 5 to 15 uM after 24 hrs by DAPI staining based fluorescence microscopic method
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as nucleus fragmentation at 5 to 15 uM after 24 hrs by DAPI staining based fluorescence microscopic method
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as appearance of horse-shoe shaped nucleus at 5 to 15 uM after 24 hrs by DAPI staining based fluorescence microscopic method
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,80.49,%,Induction of apoptosis in human A549 cells assessed as viable cells at 5 uM after 24 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 94%)
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,15.8,%,Induction of apoptosis in human A549 cells assessed as early apoptotic cells at 10 uM after 24 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 2.6%)
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,7.9,%,Induction of apoptosis in human A549 cells assessed as late apoptotic cells at 10 uM after 24 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 0.8%)
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,3.0,%,Induction of apoptosis in human A549 cells assessed as necrotic cells at 10 uM after 24 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 2.3%)
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,73.3,%,Induction of apoptosis in human A549 cells assessed as viable cells at 10 uM after 24 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 94%)
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,19.4,%,Induction of apoptosis in human A549 cells assessed as early apoptotic cells at 15 uM after 24 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 2.6%)
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,11.9,%,Induction of apoptosis in human A549 cells assessed as late apoptotic cells at 15 uM after 24 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 0.8%)
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,2.5,%,Induction of apoptosis in human A549 cells assessed as necrotic cells at 15 uM after 24 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 2.3%)
CHEMBL3885272,Cn1c(/C=C2\SC(=O)N(CC(=O)Nc3nc(-c4ccccc4)cs3)C2=O)nc2ccccc21,CHEMBL392,Activity,66.8,%,Induction of apoptosis in human A549 cells assessed as viable cells at 15 uM after 24 hrs by Annexin V-FITC/propidium iodide staining based flow cytometry (Rvb = 94%)
CHEMBL2028397,Cc1ncc(COP(=O)([O-])O)c(/C=C2\SC(=S)NC2=O)c1O.[Na+],CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL4211412,O=C(O)CN1C(=O)/C(=C/c2ccc3c(c2)c2ccccc2n3Cc2ccc(Br)cc2)SC1=S,CHEMBL392,IC50,50000.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL3794504,O=C1NC(=S)S/C1=C\c1cc2ccccc2n2nnnc12,CHEMBL392,GI90,100.0,ug ml-1,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL3794504,O=C1NC(=S)S/C1=C\c1cc2ccccc2n2nnnc12,CHEMBL392,GI50,79.25,ug.mL-1,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL2005170,O=C1CSC2=NC3=C(CSC/C3=C\c3ccccc3)C(c3ccccc3)N12,CHEMBL392,GI50,50582.47,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1979776,O=C(COc1ccc(OCC(=O)N2C(=O)CS/C2=N\c2ccccc2)cc1)N1C(=O)CS/C1=N\c1ccccc1,CHEMBL392,GI50,23550.49,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1998768,O=C1CSC(/C=C/c2ccccc2)N1c1ccc(-c2ccc(-n3c(-c4ccccc4)nc4ccccc4c3=O)cc2)cc1,CHEMBL392,GI50,24043.63,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1991625,O=C1CSC(c2c[nH]c3ccccc23)N1c1cccc(Cl)c1,CHEMBL392,GI50,56104.8,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1985630,O=C(NN1C(=O)CSC1c1ccc(C(F)(F)F)cc1)c1ccncc1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1969138,COc1cc(C2SC(C)C(=O)N2c2ccc(-c3csc(NS(=O)(=O)c4ccc(Cl)c(OC)c4)n3)cc2)ccc1O,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1969753,COc1cc(S(=O)(=O)Nc2ccc(-c3csc(N4C(=O)C(C)SC4c4cccc(Oc5ccccc5)c4)n3)cc2)ccc1Cl,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1971729,Cc1ccc(N2C(=O)/C(=C3\Sc4c(nc(C)[nH]c4=O)N3c3ccccc3)SC2=S)cc1,CHEMBL392,GI50,42953.64,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1997237,O=C1/C(=C\c2cccc(Oc3ccccc3)c2)SC(c2ccccc2)N1Cc1ccccc1,CHEMBL392,GI50,29444.22,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL3261573,COc1ccccc1N1C(=O)CSC1c1cccc(C(=O)NCCc2ccc(Br)cc2)c1,CHEMBL392,IC50,210.0,nM,Antiproliferative activity against human A549 cells after 48 hrs by sulforhodamine B assay
CHEMBL3261573,COc1ccccc1N1C(=O)CSC1c1cccc(C(=O)NCCc2ccc(Br)cc2)c1,CHEMBL392,Activity,3.71,%,Cell cycle arrest in human A549 cells assessed as accumulation at G2/M phase at 1 uM by propidium iodide staining-based FACS analysis relative to control
CHEMBL3261573,COc1ccccc1N1C(=O)CSC1c1cccc(C(=O)NCCc2ccc(Br)cc2)c1,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells at 0.1 to 1 uM after 48 hrs by annexin V-FITC and propidium iodide staining-based flow cytometric analysis
CHEMBL3261573,COc1ccccc1N1C(=O)CSC1c1cccc(C(=O)NCCc2ccc(Br)cc2)c1,CHEMBL392,Activity,,,"Antitumor activity against human A549 cells xenografted in nude mouse assessed as reduction in tumor volume at 5 to 10 mg/kg/day, ip for 28 days"
CHEMBL3261573,COc1ccccc1N1C(=O)CSC1c1cccc(C(=O)NCCc2ccc(Br)cc2)c1,CHEMBL392,Activity,,,"Antitumor activity against human A549 cells xenografted in nude mouse assessed as reduction in tumor weight at 5 to 10 mg/kg/day, ip for 28 days"
CHEMBL1974777,COc1ccccc1C1SCC(=O)N1c1ccc(-n2c(-c3ccccc3)nc3ccccc3c2=O)cc1,CHEMBL392,GI50,62661.39,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1968423,COc1cc(C2S/C(=C/c3ccccc3)C(=O)N2c2ccc(Cl)c(Cl)c2)cc(OC)c1OC,CHEMBL392,GI50,53826.98,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1997602,COc1ccc(C2SCC(=O)N2NC(=O)c2ccc(NC(C)=O)cc2)c(OC)c1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1965918,O=C(/C=C1/NC(=O)CS1)Nc1ccccc1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1977554,N#C/C(=C1\SCC(=O)N1c1ccccc1)c1nc2ccccc2[nH]1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1981177,O=C1CSC(c2cc3cc(Br)ccc3nc2Cl)N1c1ccc(F)c(Cl)c1,CHEMBL392,GI50,50003.45,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1995894,Cn1c(=O)c2[nH]c(N/N=C3/SCC(=O)N3Cc3ccccc3)nc2n(C)c1=O,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1998268,Cc1ccc(OCC2=NN3C(=O)/C(=C\c4ccc([N+](=O)[O-])o4)SC3N2)cc1,CHEMBL392,GI50,19010.78,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1977583,O=C1CSC2=NC3=C(CSC/C3=C\c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N12,CHEMBL392,GI50,6870.68,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
